"trans_id","lang","translation"
"若葉台入口(2)","ja-Hrkt","わかばだいいりぐち"
"上西山(2)","ja","上西山(2)"
"上西山(2)","ja-Hrkt","かみにしやま"
"下山入口(2)","ja","下山入口(2)"
"下山入口(2)","ja-Hrkt","したやまいりぐち"
"踊瀬(2)","ja","踊瀬(2)"
"踊瀬(2)","ja-Hrkt","おどりせ"
"永尾駅前(2)","ja","永尾駅前(2)"
"永尾駅前(2)","ja-Hrkt","ながおえきまえ"
"小六川(2)","ja","小六川(2)"
"小六川(2)","ja-Hrkt","ころくがわ"
"岩井手(3)","ja","岩井手(3)"
"岩井手(3)","ja-Hrkt","いわいで"
"茅場(1)","ja","茅場(1)"
"茅場(1)","ja-Hrkt","かやば"
"草場前","ja","草場前"
"草場前","ja-Hrkt","くさばまえ"
"三間坂","ja","三間坂"
"三間坂","ja-Hrkt","みまさか"
"三間坂駅前","ja","三間坂駅前"
"三間坂駅前","ja-Hrkt","みまさかえきまえ"
"茅場(2)","ja","茅場(2)"
"茅場(2)","ja-Hrkt","かやば"
"岩井手(1)","ja","岩井手(1)"
"岩井手(1)","ja-Hrkt","いわいで"
"小六川(1)","ja","小六川(1)"
"小六川(1)","ja-Hrkt","ころくがわ"
"永尾駅前(1)","ja","永尾駅前(1)"
"永尾駅前(1)","ja-Hrkt","ながおえきまえ"
"踊瀬(1)","ja","踊瀬(1)"
"踊瀬(1)","ja-Hrkt","おどりせ"
"踊瀬ダム前","ja","踊瀬ダム前"
"踊瀬ダム前","ja-Hrkt","おどりせだむまえ"
"下山入口(1)","ja","下山入口(1)"
"下山入口(1)","ja-Hrkt","したやまいりぐち"
"谷口眼科前","ja","谷口眼科前"
"谷口眼科前","ja-Hrkt","たにぐちがんかまえ"
"上西山(1)","ja","上西山(1)"
"上西山(1)","ja-Hrkt","かみにしやま"
"若葉台入口(1)","ja","若葉台入口(1)"
"若葉台入口(1)","ja-Hrkt","わかばだいいりぐち"
"武雄警察署前(1)","ja","武雄警察署前(1)"
"武雄警察署前(1)","ja-Hrkt","たけおけいさつしょまえ"
"御船ヶ丘小学校前(1)","ja","御船ヶ丘小学校前(1)"
"御船ヶ丘小学校前(1)","ja-Hrkt","みふねがおかしょうがっこうまえ"
"三坂(1)","ja","三坂(1)"
"三坂(1)","ja-Hrkt","さんさか"
"長谷(1)","ja","長谷(1)"
"長谷(1)","ja-Hrkt","ながたに"
"小田志口(1)","ja","小田志口(1)"
"小田志口(1)","ja-Hrkt","こたじぐち"
"日出城(1)","ja","日出城(1)"
"日出城(1)","ja-Hrkt","ひのだしろ"
"弓野(1)","ja","弓野(1)"
"弓野(1)","ja-Hrkt","ゆみの"
"弓野橋(2)","ja","弓野橋(2)"
"弓野橋(2)","ja-Hrkt","ゆみのばし"
"宮の前","ja","宮の前"
"宮の前","ja-Hrkt","みやのまえ"
"上高瀬","ja","上高瀬"
"上高瀬","ja-Hrkt","かみこうぜ"
"犬走峠(1)","ja","犬走峠(1)"
"犬走峠(1)","ja-Hrkt","いぬばしりとうげ"
"犬走公民館前","ja","犬走公民館前"
"犬走公民館前","ja-Hrkt","いぬばしりこうみんかんまえ"
"中郷(1)","ja","中郷(1)"
"中郷(1)","ja-Hrkt","なかごう"
"寺の前","ja","寺の前"
"寺の前","ja-Hrkt","てらのまえ"
"踊瀬入口","ja","踊瀬入口"
"踊瀬入口","ja-Hrkt","おどりせいりぐち"
"山内東小学校前(1)","ja","山内東小学校前(1)"
"山内東小学校前(1)","ja-Hrkt","やまうちひがししょうがっこうまえ"
"岩井手(2)","ja","岩井手(2)"
"岩井手(2)","ja-Hrkt","いわいで"
"山内東小学校前(2)","ja","山内東小学校前(2)"
"山内東小学校前(2)","ja-Hrkt","やまうちひがししょうがっこうまえ"
"中郷(2)","ja","中郷(2)"
"中郷(2)","ja-Hrkt","なかごう"
"犬走峠(2)","ja","犬走峠(2)"
"犬走峠(2)","ja-Hrkt","いぬばしりとうげ"
"弓野(2)","ja","弓野(2)"
"弓野(2)","ja-Hrkt","ゆみの"
"日出城西","ja","日出城西"
"日出城西","ja-Hrkt","ひのだしろにし"
"日出城(2)","ja","日出城(2)"
"日出城(2)","ja-Hrkt","ひのだしろ"
"小田志口(2)","ja","小田志口(2)"
"小田志口(2)","ja-Hrkt","こたじぐち"
"長谷(2)","ja","長谷(2)"
"長谷(2)","ja-Hrkt","ながたに"
"三坂(2)","ja","三坂(2)"
"三坂(2)","ja-Hrkt","さんさか"
"弓野橋(1)","ja","弓野橋(1)"
"弓野橋(1)","ja-Hrkt","ゆみのばし"
"西川登小学校前","ja","西川登小学校前"
"西川登小学校前","ja-Hrkt","にしかわのぼりしょうがっこうまえ"
"庭木","ja","庭木"
"庭木","ja-Hrkt","にわき"
"神六","ja","神六"
"神六","ja-Hrkt","じんろく"
"上神六(1)","ja","上神六(1)"
"上神六(1)","ja-Hrkt","かみじんろく"
"矢筈入口","ja","矢筈入口"
"矢筈入口","ja-Hrkt","やはずいりぐち"
"矢筈","ja","矢筈"
"矢筈","ja-Hrkt","やはず"
"上神六(2)","ja","上神六(2)"
"上神六(2)","ja-Hrkt","かみじんろく"
"七ツ川内","ja","七ツ川内"
"七ツ川内","ja-Hrkt","ななつがわち"
"下吉田","ja","下吉田"
"下吉田","ja-Hrkt","しもよしだ"
"下永尾","ja","下永尾"
"下永尾","ja-Hrkt","しもながお"
"広瀬橋","ja","広瀬橋"
"広瀬橋","ja-Hrkt","ひろせばし"
"飯盛","ja","飯盛"
"飯盛","ja-Hrkt","いいもり"
"下野","ja","下野"
"下野","ja-Hrkt","しもの"
"下野公民館前(3)","ja","下野公民館前(3)"
"下野公民館前(3)","ja-Hrkt","しものこうみんかんまえ"
"羽白越","ja","羽白越"
"羽白越","ja-Hrkt","はじろごえ"
"嬉野小学校入口(2)","ja","嬉野小学校入口(2)"
"嬉野小学校入口(2)","ja-Hrkt","うれしのしょうがっこういりぐち"
"嬉野中学校前","ja","嬉野中学校前"
"嬉野中学校前","ja-Hrkt","うれしのちゅうがっこうまえ"
"嬉野小学校入口(1)","ja","嬉野小学校入口(1)"
"嬉野小学校入口(1)","ja-Hrkt","うれしのしょうがっこういりぐち"
"下野公民館前(2)","ja","下野公民館前(2)"
"下野公民館前(2)","ja-Hrkt","しものこうみんかんまえ"
"下野公民館前(1)","ja","下野公民館前(1)"
"下野公民館前(1)","ja-Hrkt","しものこうみんかんまえ"
"朝鍋宿","ja","朝鍋宿"
"朝鍋宿","ja-Hrkt","あさなべしゅく"
"土元","ja","土元"
"土元","ja-Hrkt","つちもと"
"門前","ja","門前"
"門前","ja-Hrkt","もんぜん"
"花祭","ja","花祭"
"花祭","ja-Hrkt","はなまつり"
"白木パノラマ孔園前","ja","白木パノラマ孔園前"
"白木パノラマ孔園前","ja-Hrkt","しらきぱのらまこうえんまえ"
"平山","ja","平山"
"平山","ja-Hrkt","ひらやま(4013)"
"岳","ja","岳"
"岳","ja-Hrkt","たけ"
"仲町","ja","仲町"
"仲町","ja-Hrkt","なかまち"
"上小田集会所前","ja","上小田集会所前"
"上小田集会所前","ja-Hrkt","かみおだしゅうかいじょまえ"
"上小田浄水場","ja","上小田浄水場"
"上小田浄水場","ja-Hrkt","かみおだじょうすいじょう"
"永林寺保育園前","ja","永林寺保育園前"
"永林寺保育園前","ja-Hrkt","えいりんじほいくえんまえ"
"小田商店街入口","ja","小田商店街入口"
"小田商店街入口","ja-Hrkt","おだしょうてんがいいりぐち"
"古賀小児科前","ja","古賀小児科前"
"古賀小児科前","ja-Hrkt","こがしょうにかまえ"
"江北小学校前","ja","江北小学校前"
"江北小学校前","ja-Hrkt","こうほくしょうがっこうまえ"
"幼児教育センター(1)","ja","幼児教育センター(1)"
"幼児教育センター(1)","ja-Hrkt","ようじきょういくせんたー"
"山口駅前(南口)","ja","山口駅前(南口)"
"山口駅前(南口)","ja-Hrkt","やまぐちえきまえ(みなみくち)"
"杵島商校前(1)","ja","杵島商校前(1)"
"杵島商校前(1)","ja-Hrkt","きしましょうこうまえ"
"観音下","ja","観音下"
"観音下","ja-Hrkt","かんのんした"
"天子社","ja","天子社"
"天子社","ja-Hrkt","てんししゃ"
"上区","ja","上区"
"上区","ja-Hrkt","かみく"
"岩屋団地","ja","岩屋団地"
"岩屋団地","ja-Hrkt","いわやだんち"
"ＳＵＭＣＯ前","ja","ＳＵＭＣＯ前"
"ＳＵＭＣＯ前","ja-Hrkt","さむこまえ"
"日の出町","ja","日の出町"
"日の出町","ja-Hrkt","ひのでまち"
"幼児教育センター(2)","ja","幼児教育センター(2)"
"幼児教育センター(2)","ja-Hrkt","ようじきょういくせんたー"
"イオン江北店","ja","イオン江北店"
"イオン江北店","ja-Hrkt","いおんこうほくてん"
"竹崎入口(3)","ja","竹崎入口(3)"
"竹崎入口(3)","ja-Hrkt","たけざきいりぐち"
"コロニー入口","ja","コロニー入口"
"コロニー入口","ja-Hrkt","ころにーいりぐち"
"道越","ja","道越"
"道越","ja-Hrkt","みちごし"
"観世音横","ja","観世音横"
"観世音横","ja-Hrkt","かんぜおんよこ"
"竹崎本泊","ja","竹崎本泊"
"竹崎本泊","ja-Hrkt","たけざきほんどまり"
"竹崎港","ja","竹崎港"
"竹崎港","ja-Hrkt","たけざきこう"
"風配登山口(3)","ja","風配登山口(3)"
"風配登山口(3)","ja-Hrkt","かざはやとざんぐち"
"平野","ja","平野"
"平野","ja-Hrkt","ひらの"
"上平野","ja","上平野"
"上平野","ja-Hrkt","かみひらの"
"長川原","ja","長川原"
"長川原","ja-Hrkt","ちょうごうら"
"黒金入口","ja","黒金入口"
"黒金入口","ja-Hrkt","くろがねいりぐち"
"大町入口","ja","大町入口"
"大町入口","ja-Hrkt","おおまちいりぐち"
"広谷入口","ja","広谷入口"
"広谷入口","ja-Hrkt","ひろたにいりぐち"
"多良駅前(2)","ja","多良駅前(2)"
"多良駅前(2)","ja-Hrkt","たらえきまえ"
"畑田","ja","畑田"
"畑田","ja-Hrkt","はたけた"
"上畑田","ja","上畑田"
"上畑田","ja-Hrkt","かみはたけた"
"瀬戸","ja","瀬戸"
"瀬戸","ja-Hrkt","せと"
"上川原","ja","上川原"
"上川原","ja-Hrkt","かみこうばる"
"郷式","ja","郷式"
"郷式","ja-Hrkt","ごうしき"
"大川内","ja","大川内"
"大川内","ja-Hrkt","おおこうち"
"下中山","ja","下中山"
"下中山","ja-Hrkt","しもなかやま"
"音谷","ja","音谷"
"音谷","ja-Hrkt","おとたに"
"多良駅前(1)","ja","多良駅前(1)"
"多良駅前(1)","ja-Hrkt","たらえきまえ"
"鹿島バスセンター(5)","ja","鹿島バスセンター(5)"
"鹿島バスセンター(5)","ja-Hrkt","かしまばすせんたー"
"幸通り","ja","幸通り"
"幸通り","ja-Hrkt","さいわいどおり"
"道場前","ja","道場前"
"道場前","ja-Hrkt","どうじょうまえ"
"鹿島小学校前","ja","鹿島小学校前"
"鹿島小学校前","ja-Hrkt","かしましょうがっこうまえ"
"体育館前","ja","体育館前"
"体育館前","ja-Hrkt","たいいくかんまえ"
"西部中学校前(2)","ja","西部中学校前(2)"
"西部中学校前(2)","ja-Hrkt","せいぶちゅうがっこうまえ"
"辻宿","ja","辻宿"
"辻宿","ja-Hrkt","つじしゅく"
"農協前","ja","農協前"
"農協前","ja-Hrkt","のうきょうまえ"
"川原入口(2)","ja","川原入口(2)"
"川原入口(2)","ja-Hrkt","かわはらいりぐち"
"大井手(2)","ja","大井手(2)"
"大井手(2)","ja-Hrkt","おおいで"
"大木庭入口","ja","大木庭入口"
"大木庭入口","ja-Hrkt","おおこばいりぐち"
"大木庭","ja","大木庭"
"大木庭","ja-Hrkt","おおこば"
"高仙寺","ja","高仙寺"
"高仙寺","ja-Hrkt","こうせんじ"
"三河内(2)","ja","三河内(2)"
"三河内(2)","ja-Hrkt","みかわち"
"三獄神社前","ja","三獄神社前"
"三獄神社前","ja-Hrkt","みたけじんじゃまえ"
"東木庭","ja","東木庭"
"東木庭","ja-Hrkt","とうこば"
"山下入口","ja","山下入口"
"山下入口","ja-Hrkt","やましたいりぐち"
"山下","ja","山下"
"山下","ja-Hrkt","やました"
"平原","ja","平原"
"平原","ja-Hrkt","ひらばる"
"掛橋入口","ja","掛橋入口"
"掛橋入口","ja-Hrkt","かけはしいりぐち"
"早の瀬","ja","早の瀬"
"早の瀬","ja-Hrkt","はやのせ"
"三河内(1)","ja","三河内(1)"
"三河内(1)","ja-Hrkt","みかわち"
"大井手(1)","ja","大井手(1)"
"大井手(1)","ja-Hrkt","おおいで"
"川原入口(1)","ja","川原入口(1)"
"川原入口(1)","ja-Hrkt","かわはらいりぐち"
"西部中学校前(1)","ja","西部中学校前(1)"
"西部中学校前(1)","ja-Hrkt","せいぶちゅうがっこうまえ"
"行成","ja","行成"
"行成","ja-Hrkt","ゆきなり"
"筒口(2)","ja","筒口(2)"
"筒口(2)","ja-Hrkt","つつぐち"
"構江","ja","構江"
"構江","ja-Hrkt","かまえ"
"権現橋","ja","権現橋"
"権現橋","ja-Hrkt","ごんげんばし"
"川内","ja","川内"
"川内","ja-Hrkt","かわち"
"野口","ja","野口"
"野口","ja-Hrkt","のぐち"
"山方","ja","山方"
"山方","ja-Hrkt","やまがた"
"山浦","ja","山浦"
"山浦","ja-Hrkt","やまうら"
"長野","ja","長野"
"長野","ja-Hrkt","ながの"
"筒口(1)","ja","筒口(1)"
"筒口(1)","ja-Hrkt","つつぐち"
"貝瀬","ja","貝瀬"
"貝瀬","ja-Hrkt","かいぜ"
"土穴","ja","土穴"
"土穴","ja-Hrkt","つちあな"
"本城入口","ja","本城入口"
"本城入口","ja-Hrkt","ほんじょういりぐち"
"本城","ja","本城"
"本城","ja-Hrkt","ほんじょう"
"尾崎","ja","尾崎"
"尾崎","ja-Hrkt","おざき"
"東山公園入口","ja","東山公園入口"
"東山公園入口","ja-Hrkt","ひがしやまこうえんいりぐち"
"鮒越入口","ja","鮒越入口"
"鮒越入口","ja-Hrkt","ふなごえいりぐち"
"公民分館前","ja","公民分館前"
"公民分館前","ja-Hrkt","こうみんぶんかんまえ"
"上古枝","ja","上古枝"
"上古枝","ja-Hrkt","かみふるえだ"
"中尾","ja","中尾"
"中尾","ja-Hrkt","なかお"
"永田","ja","永田"
"永田","ja-Hrkt","ながた"
"上中尾","ja","上中尾"
"上中尾","ja-Hrkt","かみなかお"
"藤の瀬","ja","藤の瀬"
"藤の瀬","ja-Hrkt","ふじのせ"
"日当山","ja","日当山"
"日当山","ja-Hrkt","ひあてやま"
"小畑","ja","小畑"
"小畑","ja-Hrkt","こばたけ"
"赤岩","ja","赤岩"
"赤岩","ja-Hrkt","あかいわ"
"奥山","ja","奥山"
"奥山","ja-Hrkt","おくやま"
"好日の園","ja","好日の園"
"好日の園","ja-Hrkt","こうじつのその"
"鮒越","ja","鮒越"
"鮒越","ja-Hrkt","ふなごえ"
"田代","ja","田代"
"田代","ja-Hrkt","たしろ"
"花取","ja","花取"
"花取","ja-Hrkt","はなとり"
"婦人ホーム前","ja","婦人ホーム前"
"婦人ホーム前","ja-Hrkt","ふじんほーむまえ"
"矢答","ja","矢答"
"矢答","ja-Hrkt","やごたえ"
"鳴瀬分道(3)","ja","鳴瀬分道(3)"
"鳴瀬分道(3)","ja-Hrkt","なるせぶんどう"
"鳴瀬","ja","鳴瀬"
"鳴瀬","ja-Hrkt","なるせ"
"西医王寺","ja","西医王寺"
"西医王寺","ja-Hrkt","にしいおうじ"
"医王寺","ja","医王寺"
"医王寺","ja-Hrkt","いおうじ"
"折尾","ja","折尾"
"折尾","ja-Hrkt","おりお"
"芦原","ja","芦原"
"芦原","ja-Hrkt","あしはら"
"椛島","ja","椛島"
"椛島","ja-Hrkt","かばしま"
"蔵堂","ja","蔵堂"
"蔵堂","ja-Hrkt","くらどう"
"大渡","ja","大渡"
"大渡","ja-Hrkt","おおわたり"
"富吉神社前","ja","富吉神社前"
"富吉神社前","ja-Hrkt","とみよしじんじゃまえ"
"永谷団地","ja","永谷団地"
"永谷団地","ja-Hrkt","ながたにだんち"
"大峠入口","ja","大峠入口"
"大峠入口","ja-Hrkt","おおとうげいりぐち"
"長寿園口","ja","長寿園口"
"長寿園口","ja-Hrkt","ちょうじゅえんぐち"
"北方幼稚園前","ja","北方幼稚園前"
"北方幼稚園前","ja-Hrkt","きたがたようちえんまえ"
"温泉楼門","ja","温泉楼門"
"温泉楼門","ja-Hrkt","おんせんろうもん"
"新武雄病院前","ja","新武雄病院前"
"新武雄病院前","ja-Hrkt","しんたけおびょういんまえ"
"アクロスプラザ","ja","アクロスプラザ"
"アクロスプラザ","ja-Hrkt","あくろすぷらざ"
"甘久西(3)","ja","甘久西(3)"
"甘久西(3)","ja-Hrkt","あまぐにし"
"武雄中学校裏","ja","武雄中学校裏"
"武雄中学校裏","ja-Hrkt","たけおちゅうがっこううら"
"Ａコープ川良前","ja","Ａコープ川良前"
"Ａコープ川良前","ja-Hrkt","えーこーぷかわらまえ"
"鳥居前","ja","鳥居前"
"鳥居前","ja-Hrkt","とりいまえ"
"中野住宅入口","ja","中野住宅入口"
"中野住宅入口","ja-Hrkt","なかのじゅうたくいりぐち"
"八幡神社前","ja","八幡神社前"
"八幡神社前","ja-Hrkt","はちまんじんじゃまえ"
"中野","ja","中野"
"中野","ja-Hrkt","なかの"
"黒尾","ja","黒尾"
"黒尾","ja-Hrkt","くろお"
"中野入口(2)","ja","中野入口(2)"
"中野入口(2)","ja-Hrkt","なかのいりぐち"
"善福寺入口(2)","ja","善福寺入口(2)"
"善福寺入口(2)","ja-Hrkt","ぜんぷくじいりぐち"
"小原","ja","小原"
"小原","ja-Hrkt","こばる(3116)"
"朝日小学校前","ja","朝日小学校前"
"朝日小学校前","ja-Hrkt","あさひしょうがっこうまえ"
"高橋宿","ja","高橋宿"
"高橋宿","ja-Hrkt","たかはししゅく"
"釈迦寺","ja","釈迦寺"
"釈迦寺","ja-Hrkt","しゃかじ"
"片白","ja","片白"
"片白","ja-Hrkt","かたじろ"
"南片白","ja","南片白"
"南片白","ja-Hrkt","みなみかたじろ"
"橘農協前","ja","橘農協前"
"橘農協前","ja-Hrkt","たちばなのうきょうまえ"
"納手","ja","納手"
"納手","ja-Hrkt","のうて"
"野間峠(1)","ja","野間峠(1)"
"野間峠(1)","ja-Hrkt","のまとうげ"
"文化会館前(1)","ja","文化会館前(1)"
"文化会館前(1)","ja-Hrkt","ぶんかかいかんまえ"
"文化会館前(2)","ja","文化会館前(2)"
"文化会館前(2)","ja-Hrkt","ぶんかかいかんまえ"
"野間峠(2)","ja","野間峠(2)"
"野間峠(2)","ja-Hrkt","のまとうげ"
"善福寺入口(1)","ja","善福寺入口(1)"
"善福寺入口(1)","ja-Hrkt","ぜんぷくじいりぐち"
"中野入口(1)","ja","中野入口(1)"
"中野入口(1)","ja-Hrkt","なかのいりぐち"
"小楠","ja","小楠"
"小楠","ja-Hrkt","おぐす"
"川良東","ja","川良東"
"川良東","ja-Hrkt","かわらひがし"
"円応寺馬場(1)","ja","円応寺馬場(1)"
"円応寺馬場(1)","ja-Hrkt","えんのうじばば"
"赤穂山","ja","赤穂山"
"赤穂山","ja-Hrkt","あこやま"
"本谷入口","ja","本谷入口"
"本谷入口","ja-Hrkt","ほんたにいりぐち"
"一軒茶屋","ja","一軒茶屋"
"一軒茶屋","ja-Hrkt","いっけんぢゃや"
"長谷入口","ja","長谷入口"
"長谷入口","ja-Hrkt","ながたにいりぐち"
"宇土谷","ja","宇土谷"
"宇土谷","ja-Hrkt","うとだに"
"上古賀","ja","上古賀"
"上古賀","ja-Hrkt","かみこが"
"馬場","ja","馬場"
"馬場","ja-Hrkt","ばば"
"黒牟田入口","ja","黒牟田入口"
"黒牟田入口","ja-Hrkt","くろむたいりぐち"
"松尾","ja","松尾"
"松尾","ja-Hrkt","まつお"
"馬渡公民館前","ja","馬渡公民館前"
"馬渡公民館前","ja-Hrkt","まわたりこうみんかんまえ"
"武雄北中学校前","ja","武雄北中学校前"
"武雄北中学校前","ja-Hrkt","たけおきたちゅうがっこうまえ"
"山中公民館前","ja","山中公民館前"
"山中公民館前","ja-Hrkt","やまなかこうみんかんまえ"
"若木公民館前(2)","ja","若木公民館前(2)"
"若木公民館前(2)","ja-Hrkt","わかきこうみんかんまえ"
"柿田代公民館前","ja","柿田代公民館前"
"柿田代公民館前","ja-Hrkt","かきたしろこうみんかんまえ"
"多々良入口","ja","多々良入口"
"多々良入口","ja-Hrkt","たたろういりぐち"
"亀の甲","ja","亀の甲"
"亀の甲","ja-Hrkt","かめのこう"
"病院前","ja","病院前"
"病院前","ja-Hrkt","びょういんまえ"
"梅の原","ja","梅の原"
"梅の原","ja-Hrkt","うめのはら"
"海正原","ja","海正原"
"海正原","ja-Hrkt","かいしょうばら"
"鯰渕","ja","鯰渕"
"鯰渕","ja-Hrkt","なまずふち"
"森の木公民館前","ja","森の木公民館前"
"森の木公民館前","ja-Hrkt","もりのきこうみんかんまえ"
"水道公園前","ja","水道公園前"
"水道公園前","ja-Hrkt","すいどうこうえんまえ"
"高木眼科前(2)","ja","高木眼科前(2)"
"高木眼科前(2)","ja-Hrkt","たかぎがんかまえ"
"御神松(2)","ja","御神松(2)"
"御神松(2)","ja-Hrkt","おんがんまつ"
"ララベル","ja","ララベル"
"ララベル","ja-Hrkt","ららべる"
"どんとこい前(1)","ja","どんとこい前(1)"
"どんとこい前(1)","ja-Hrkt","どんとこいまえ"
"御神松(1)","ja","御神松(1)"
"御神松(1)","ja-Hrkt","おんがんまつ"
"高木眼科前(1)","ja","高木眼科前(1)"
"高木眼科前(1)","ja-Hrkt","たかぎがんかまえ"
"どんとこい前(2)","ja","どんとこい前(2)"
"どんとこい前(2)","ja-Hrkt","どんとこいまえ"
"佐賀駅バスセンター","ja","佐賀駅バスセンター"
"佐賀駅バスセンター","ja-Hrkt","さがえきばすせんたー"
"市役所前","ja","市役所前"
"市役所前","ja-Hrkt","しやくしょまえ"
"駅南本町","ja","駅南本町"
"駅南本町","ja-Hrkt","えきみなみほんまち"
"唐人町","ja","唐人町"
"唐人町","ja-Hrkt","とうじんまち"
"白山","ja","白山"
"白山","ja-Hrkt","しらやま"
"中の小路","ja","中の小路"
"中の小路","ja-Hrkt","なかのこうじ"
"佐嘉神社前","ja","佐嘉神社前"
"佐嘉神社前","ja-Hrkt","さがじんじゃまえ"
"片田江","ja","片田江"
"片田江","ja-Hrkt","かたたえ"
"大隈重信記念館入口","ja","大隈重信記念館入口"
"大隈重信記念館入口","ja-Hrkt","おおくましげのぶきねんかんいりぐち"
"竜校前","ja","竜校前"
"竜校前","ja-Hrkt","りゅうこうまえ"
"横小路","ja","横小路"
"横小路","ja-Hrkt","よここうじ"
"大崎","ja","大崎"
"大崎","ja-Hrkt","おおさき"
"袋住宅前","ja","袋住宅前"
"袋住宅前","ja-Hrkt","ふくろじゅうたくまえ"
"八田橋","ja","八田橋"
"八田橋","ja-Hrkt","はったばし"
"八田宮前","ja","八田宮前"
"八田宮前","ja-Hrkt","はったみやまえ"
"三角茶屋","ja","三角茶屋"
"三角茶屋","ja-Hrkt","さんかくちゃや"
"南里","ja","南里"
"南里","ja-Hrkt","なんり"
"農業大学校前","ja","農業大学校前"
"農業大学校前","ja-Hrkt","のうぎょうだいがっこうまえ"
"南里南","ja","南里南"
"南里南","ja-Hrkt","なんりみなみ"
"坂井","ja","坂井"
"坂井","ja-Hrkt","さかい"
"西古賀","ja","西古賀"
"西古賀","ja-Hrkt","にしこが"
"西川副小学校前","ja","西川副小学校前"
"西川副小学校前","ja-Hrkt","にしかわそえしょうがっこうまえ"
"鋤崎","ja","鋤崎"
"鋤崎","ja-Hrkt","すきざき"
"小々森入口","ja","小々森入口"
"小々森入口","ja-Hrkt","こごもりいりぐち"
"鹿江団地東","ja","鹿江団地東"
"鹿江団地東","ja-Hrkt","かのえだんちひがし"
"咾分","ja","咾分"
"咾分","ja-Hrkt","おとなぶん"
"川副支所前","ja","川副支所前"
"川副支所前","ja-Hrkt","かわそえししょまえ"
"犬井道","ja","犬井道"
"犬井道","ja-Hrkt","いぬいどう"
"平田分","ja","平田分"
"平田分","ja-Hrkt","へいだぶん"
"和崎","ja","和崎"
"和崎","ja-Hrkt","わざき"
"中津","ja","中津"
"中津","ja-Hrkt","なかつ"
"上の小路","ja","上の小路"
"上の小路","ja-Hrkt","かみのしょうじ"
"自動車学校前","ja","自動車学校前"
"自動車学校前","ja-Hrkt","じどうしゃがっこうまえ"
"南佐賀","ja","南佐賀"
"南佐賀","ja-Hrkt","みなみさが"
"東高校前","ja","東高校前"
"東高校前","ja-Hrkt","ひがしこうこうまえ"
"千々岩","ja","千々岩"
"千々岩","ja-Hrkt","ちぢいわ"
"光法西","ja","光法西"
"光法西","ja-Hrkt","みつのりにし"
"光法","ja","光法"
"光法","ja-Hrkt","みつのり"
"山領北","ja","山領北"
"山領北","ja-Hrkt","やまりょうきた"
"山領","ja","山領"
"山領","ja-Hrkt","やまりょう"
"野町","ja","野町"
"野町","ja-Hrkt","のまち"
"小杭","ja","小杭"
"小杭","ja-Hrkt","おぐい"
"諸富支所前","ja","諸富支所前"
"諸富支所前","ja-Hrkt","もろどみししょまえ"
"諸富橋","ja","諸富橋"
"諸富橋","ja-Hrkt","もろどみばし"
"昇開橋前","ja","昇開橋前"
"昇開橋前","ja-Hrkt","しょうかいきょうまえ"
"石塚","ja","石塚"
"石塚","ja-Hrkt","いしづか"
"浮盃","ja","浮盃"
"浮盃","ja-Hrkt","ぶばい"
"寺井橋","ja","寺井橋"
"寺井橋","ja-Hrkt","てらいばし"
"佐野常民記念館入口","ja","佐野常民記念館入口"
"佐野常民記念館入口","ja-Hrkt","さのつねたみきねんかんいりぐち"
"上早","ja","上早"
"上早","ja-Hrkt","かみはや"
"中川副小学校前","ja","中川副小学校前"
"中川副小学校前","ja-Hrkt","なかかわそえしょうがっこうまえ"
"水ヶ江","ja","水ヶ江"
"水ヶ江","ja-Hrkt","みずがえ"
"朝日町","ja","朝日町"
"朝日町","ja-Hrkt","あさひまち"
"安住団地入口","ja","安住団地入口"
"安住団地入口","ja-Hrkt","あんじゅうだんちいりぐち"
"武藤","ja","武藤"
"武藤","ja-Hrkt","たけふじ"
"中原眼科前","ja","中原眼科前"
"中原眼科前","ja-Hrkt","なかはらがんかまえ"
"北川副小西","ja","北川副小西"
"北川副小西","ja-Hrkt","きたかわそえしょうにし"
"北川副公民館前","ja","北川副公民館前"
"北川副公民館前","ja-Hrkt","きたかわそえこうみんかんまえ"
"江上","ja","江上"
"江上","ja-Hrkt","えがみ"
"増田宿","ja","増田宿"
"増田宿","ja-Hrkt","ますだしゅく"
"光法団地前","ja","光法団地前"
"光法団地前","ja-Hrkt","みつのりだんちまえ"
"光法北","ja","光法北"
"光法北","ja-Hrkt","みつのりきた"
"諸富橋北","ja","諸富橋北"
"諸富橋北","ja-Hrkt","もろどみばしきた"
"味の素東門","ja","味の素東門"
"味の素東門","ja-Hrkt","あじのもとひがしもん"
"徳富大橋","ja","徳富大橋"
"徳富大橋","ja-Hrkt","とくどみおおはし"
"徳富","ja","徳富"
"徳富","ja-Hrkt","とくどみ"
"堀江通","ja","堀江通"
"堀江通","ja-Hrkt","ほりえどおり"
"東神野","ja","東神野"
"東神野","ja-Hrkt","ひがしこうの"
"三溝","ja","三溝"
"三溝","ja-Hrkt","みつみぞ"
"商業高校前","ja","商業高校前"
"商業高校前","ja-Hrkt","しょうぎょうこうこうまえ"
"市文化会館前","ja","市文化会館前"
"市文化会館前","ja-Hrkt","しぶんかかいかんまえ"
"総合体育館前","ja","総合体育館前"
"総合体育館前","ja-Hrkt","そうごうたいいくかんまえ"
"館橋","ja","館橋"
"館橋","ja-Hrkt","やかたばし"
